State,Town,Title,K1876,List_K1876,K1882,List_K1882,K1890,List_K1890,C1875,List_C1875,C1890,List_C1890,W1885,List_W1885,W1894,List_W1894,N1890,List_N1890,S1894,List_S1894,A1878,List_A1878,A1882,List_A1882,A1883,List_A1883,A1889,List_A1889,X1870,X1880,X1890,X1900,Latitude,Longitude,LCCN,Start,End,ChronAm
Kentucky,Burlington,Recorder.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Kentucky,Calhoun,Progress.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,373,637,631,37.53861111,-87.25944444,NA,NA,NA,0
Kentucky,Carrollton,Democrat.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1098,1332,1720,2205,38.67722222,-85.17138889,NA,NA,NA,0
Kentucky,Eddyville,Democrat.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,386,390,680,1210,37.08055556,-88.06944444,NA,NA,NA,0
Kentucky,Falmouth,Democrat.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,614,967,1146,1134,38.67388889,-84.33416667,NA,NA,NA,0
Kentucky,Falmouth,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,614,967,1146,1134,38.67388889,-84.33416667,NA,NA,NA,0
Kentucky,Grayson,News.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,152,447,433,606,38.33472222,-82.9425,NA,NA,NA,0
Kentucky,Greenup,Gazette.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,507,833,669,711,38.57361111,-82.83361111,NA,NA,NA,0
Kentucky,Hickman,Courier.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Southern,1,Cincinnati,0,NA,0,NA,1120,1264,1652,1589,36.56722222,-89.18638889,sn85052141,1868-04-18,1922-12-21,1
Kentucky,Hopkinsville,Kentuckian.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3136,4229,5833,7280,36.85472222,-87.48888889,sn86069395,1889-01-11,1919-12-25,1
Kentucky,Lexington,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,14801,16656,21567,26369,38.02972222,-84.49472222,NA,NA,NA,0
Kentucky,Louisville,Ohio Falls Express.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,100753,123758,161129,204731,38.22533333,-85.74166667,NA,NA,NA,0
Kentucky,New Castle,Local.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,670,500,485,462,38.43361111,-85.16944444,NA,NA,NA,0
Kentucky,Nicholasville,Journal.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,1089,2303,2157,2400,37.88055556,-84.57305556,NA,NA,NA,0
Kentucky,Paris,News.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2655,3204,4218,4603,38.20638889,-84.25777778,NA,NA,NA,0
Kentucky,Somerset,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,1,Pittsburgh,587,805,2625,3384,37.08305556,-84.60944444,NA,NA,NA,0
Kentucky,Warsaw,Independent.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,715,666,676,785,38.78333333,-84.89944444,NA,NA,NA,0
Michigan,Hersey,Outline.,0,NA,1,Cincinnati,1,Chicago,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,472,328,327,43.85138889,-85.44194444,NA,NA,NA,0
Mississippi,Macon,Beacon.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Southern,1,Cincinnati,0,NA,0,NA,975,2074,1565,2067,33.1125,-88.56111111,sn83016943,1860-01-04,1922-12-29,1
Ohio,Ansonia,Mirror.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,542,676,676,40.21333333,-84.63805556,NA,NA,NA,0
Ohio,Arcanum,Tribune.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,450,778,1134,1225,39.99166667,-84.55472222,NA,NA,NA,0
Ohio,Bainbridge,Courier.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Baltimore,0,NA,647,825,0,954,39.22694444,-83.26944444,NA,NA,NA,0
Ohio,Batavia,Courier.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,827,1015,953,1029,39.07722222,-84.17916667,NA,NA,NA,0
Ohio,Batavia,Sun.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,827,1015,953,1029,39.07722222,-84.17916667,NA,NA,NA,0
Ohio,Blanchester,Star.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,513,776,1196,1788,39.29222222,-83.98583333,NA,NA,NA,0
Ohio,Camden,Gazette.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,648,800,846,905,39.63083333,-84.64888889,NA,NA,NA,0
Ohio,Cedarville,Herald.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,753,1181,1355,1189,39.74277778,-83.80722222,NA,NA,NA,0
Ohio,Cincinnati,Freeholder.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,216239,255139,296908,325902,39.1,-84.51666667,NA,NA,NA,0
Ohio,Cincinnati,Mystic Jewel.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,216239,255139,296908,325902,39.1,-84.51666667,NA,NA,NA,0
Ohio,Eaton,Democrat.,0,NA,1,Cincinnati,1,Cincinnati,1,Chicago,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1748,2143,2934,3155,39.7475,-84.63388889,sn84028570,1847-07-22,1887-06-30,1
Ohio,Georgetown,Gazette.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,1037,1293,1473,1529,38.86694444,-83.9025,NA,NA,NA,0
Ohio,Georgetown,Sentinel.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1037,1293,1473,1529,38.86694444,-83.9025,NA,NA,NA,0
Ohio,Germantown,Press.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1440,1618,1437,1702,39.62722222,-84.36583333,NA,NA,NA,0
Ohio,Granville,Times.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,1109,1127,1366,1425,40.0675,-82.51222222,NA,NA,NA,0
Ohio,Greenfield,Highland Chief.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1712,2104,2460,3979,39.35166667,-83.38638889,NA,NA,NA,0
Ohio,Harrisonville,News.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Ohio,Hayesville,Journal.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,576,563,430,332,40.77388889,-82.26166667,NA,NA,NA,0
Ohio,Hillsboro,Herald.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2818,3234,3620,4535,39.20583333,-83.61388889,NA,NA,NA,0
Ohio,Jamestown,Tribune.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,532,877,1104,1205,39.65861111,-83.73833333,NA,NA,NA,0
Ohio,Lithopolis,Home News.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,394,404,369,358,39.80277778,-82.80805556,NA,NA,NA,0
Ohio,Marysville,Journal.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1441,2061,2810,3048,40.23388889,-83.36638889,NA,NA,NA,0
Ohio,Mcarthur,Record.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,861,900,888,941,39.24722222,-82.47972222,NA,NA,NA,0
Ohio,Mccomb,Herald.,0,NA,1,Cincinnati,0,NA,0,NA,1,Fort Wayne,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,319,417,1030,1195,41.10916667,-83.79222222,NA,NA,NA,0
Ohio,Mcconnelsville,Democrat.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,1646,1473,1771,1825,39.64888889,-81.85194444,NA,NA,NA,0
Ohio,Mechanicsburg,News.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,940,1522,1459,1617,40.07444444,-83.55777778,NA,NA,NA,0
Ohio,Medina,News.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1159,1484,2073,2232,41.13583333,-81.86416667,NA,NA,NA,0
Ohio,Miamisburg,News.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,1425,1936,2952,3941,39.63861111,-84.27527778,NA,NA,NA,0
Ohio,Middleport,Bee.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2236,3032,3211,2799,38.99888889,-82.05722222,NA,NA,NA,0
Ohio,Middletown,Herald.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,3046,4538,7681,9215,39.5,-84.38333333,NA,NA,NA,0
Ohio,Morrow,Telegram.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,708,946,842,869,39.35305556,-84.12972222,NA,NA,NA,0
Ohio,Moscow,Telegram.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,443,516,591,475,38.85722222,-84.22861111,NA,NA,NA,0
Ohio,New Holland,Record.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,326,478,683,824,39.55361111,-83.25944444,NA,NA,NA,0
Ohio,New Lexington,Independent.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,953,1357,1470,1701,39.71583333,-82.21055556,NA,NA,NA,0
Ohio,New Richmond,News.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2516,2545,2379,1916,38.955,-84.28166667,NA,NA,NA,0
Ohio,Newcomerstown,Index.,0,NA,1,Cincinnati,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,791,926,1251,2659,40.27444444,-81.6025,NA,NA,NA,0
Ohio,North Lewisburg,Free Press.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,733,936,806,846,40.22277778,-83.55694444,NA,NA,NA,0
Ohio,Painesville,Graphic.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3728,3841,4755,5024,41.72277778,-81.24972222,NA,NA,NA,0
Ohio,Quincy,Gazette.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,320,442,488,642,40.2975,-83.97,NA,NA,NA,0
Ohio,Richwood,Gazette.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,436,1317,1415,1640,40.42694444,-83.2975,NA,NA,NA,0
Ohio,Sabina,News.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,757,1080,1481,39.48916667,-83.635,NA,NA,NA,0
Ohio,Sidney,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2808,3823,4850,5688,40.28416667,-84.15555556,NA,NA,NA,0
Ohio,Sidney,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Fort Wayne,0,NA,0,NA,2808,3823,4850,5688,40.28416667,-84.15555556,NA,NA,NA,0
Ohio,Sidney,Sentinel.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2808,3823,4850,5688,40.28416667,-84.15555556,NA,NA,NA,0
Ohio,Somerset,Press.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1153,1207,1127,1124,39.80694444,-82.30111111,sn85038088,1873-10-10,1882-06-22,1
Ohio,Springfield,Gazette.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,12652,20730,31895,38253,39.92694444,-83.80416667,NA,NA,NA,0
Ohio,St. Paris,New Era.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,1099,1145,1222,40.12805556,-83.96,NA,NA,NA,0
Ohio,Walnut Hills,News.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Ohio,Wapakoneta,Bee.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2150,2765,3616,3915,40.57583333,-84.19277778,NA,NA,NA,0
Ohio,Washington Court House,Register.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,2117,3798,5742,5751,39.53638889,-83.43555556,NA,NA,NA,0
Ohio,Waverly,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1202,1539,1567,1854,39.12611111,-82.98305556,NA,NA,NA,0
Ohio,Waverly,Watchman.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1202,1539,1567,1854,39.12611111,-82.98305556,NA,NA,NA,0
Ohio,Waynesville,Gazette.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,745,793,704,723,39.532037,-84.08646,NA,NA,NA,0
Ohio,West Salem,Monitor.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,713,878,756,656,40.97166667,-82.10972222,NA,NA,NA,0
Ohio,West Union,New Era.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,486,626,825,1033,38.79388889,-83.54361111,NA,NA,NA,0
Ohio,Xenia,Democrat-News.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6377,7026,7301,8696,39.68472222,-83.92972222,NA,NA,NA,0
Pennsylvania,Eldred,Eagle.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,NY Union,1,NY Union,0,1165,1050,963,41.95666667,-78.38361111,NA,NA,NA,0
Tennessee,Belleville,Progress.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tennessee,Columbia,Independent.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2550,3400,5370,6052,35.615,-87.04444444,NA,NA,NA,0
Tennessee,Covington,Record.,0,NA,1,Cincinnati,1,Memphis,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,447,799,1067,2787,35.56416667,-89.64638889,NA,NA,NA,0
Tennessee,Dickson,Press.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,0,938,1363,36.07138889,-87.37444444,NA,NA,NA,0
Tennessee,Lewisburg,News.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,322,460,631,1421,35.44916667,-86.79305556,NA,NA,NA,0
Tennessee,Rockwood,Republican.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,1011,2305,2899,35.86916667,-84.67527778,NA,NA,NA,0
Texas,Laredo,Advertiser.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2046,3521,11319,13429,27.52444444,-99.49055556,NA,NA,NA,0
West Virginia,Ceredo,Enterprise.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,462,923,1279,38.39333333,-82.56027778,NA,NA,NA,0
West Virginia,Clarksburg,Telegram.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,2307,3008,4050,39.28333333,-80.35,sn84037844,1893-01-20,1916-12-31,1
West Virginia,Grafton,Eagle.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,1987,3030,3159,5650,39.34166667,-80.01972222,NA,NA,NA,0
West Virginia,Grafton,Sentinel.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,1987,3030,3159,5650,39.34166667,-80.01972222,NA,NA,NA,0
West Virginia,Huntington,Advertiser.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,3174,10108,11923,38.42083333,-82.42361111,sn84026801,1874-01-15,1876-02-24,1
West Virginia,Huntington,Commercial.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,3174,10108,11923,38.42083333,-82.42361111,NA,NA,NA,0
West Virginia,Oceana,Dispatch.,0,NA,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,107,0,0,37.69305556,-81.63444444,NA,NA,NA,0
West Virginia,Winfield,Democrat.,0,NA,1,Cincinnati,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Cincinnati,0,NA,0,NA,0,305,302,338,38.53444444,-81.89222222,NA,NA,NA,0
Kentucky,Flemingsburg,Gazette.,0,NA,1,Cleveland,1,Cincinnati,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,425,811,1172,1268,38.42055556,-83.7375,NA,NA,NA,0
Kentucky,Flemingsburg,Times.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,425,811,1172,1268,38.42055556,-83.7375,NA,NA,NA,0
Kentucky,Maysville,Eagle.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4705,5220,5358,6423,38.64388889,-83.77583333,NA,NA,NA,0
Maryland,Oakland,Republican.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,910,1046,1170,39.41055556,-79.40444444,NA,NA,NA,0
Michigan,Clinton,News.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New York,Angola,Record.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,600,508,650,712,42.63916667,-79.03083333,NA,NA,NA,0
New York,Batavia,Progressive Batavian.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6485,7516,9341,11430,42.99472222,-78.21111111,NA,NA,NA,0
New York,Bolivar,Leader.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,959,1029,2233,2035,42.06666667,-78.16777778,NA,NA,NA,0
New York,East Aurora,Advertiser.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1109,1582,2366,42.76694444,-78.61722222,NA,NA,NA,0
New York,Fairport,Herald.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1920,2552,2489,43.09944444,-77.44305556,NA,NA,NA,0
New York,Honeoye Falls,News.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,921,1098,1128,1175,42.95638889,-77.58722222,NA,NA,NA,0
New York,Lisle,Gleaner.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2525,2399,1962,1710,42.35055556,-76.00277778,NA,NA,NA,0
New York,Newark,Courier.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2248,2450,3698,4578,43.04666667,-77.09527778,NA,NA,NA,0
New York,Panama,Herald.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,650,473,379,359,42.08333333,-79.48333333,NA,NA,NA,0
New York,Phelps,Citizen.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5130,5189,5086,4788,42.957553,-77.058073,NA,NA,NA,0
New York,Scottsville,Spectator.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,119,784,0,0,43.02194444,-77.75361111,NA,NA,NA,0
New York,Sherman,News.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1470,1558,1531,1560,42.15916667,-79.59555556,NA,NA,NA,0
New York,Silver Creek,Local.,0,NA,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,666,1036,1678,1944,42.54416667,-79.16722222,NA,NA,NA,0
New York,Union Springs,Advertiser.,0,NA,1,Cleveland,1,Cleveland,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1150,1210,1066,994,42.84305556,-76.69305556,NA,NA,NA,0
